gen 1,gen 2,gen 3,gen 4,gen 5,gen 6,gen 7,gen 8,gen 9,gen 10,csp generation,discharge,charge,Demands
174.361837009515,174.361837009515,174.361837009515,174.361837009515,174.361837009515,174.361837009515,174.361837009515,174.361837009515,174.361837009515,174.361837009515,0,0,0,1743.61837009515
143.240216994523,143.240216994523,143.240216994523,143.240216994523,143.240216994523,143.240216994523,143.240216994523,143.240216994523,143.240216994523,143.240216994523,0,0,0,1432.40216994523
127.25676306406,127.25676306406,127.25676306406,127.25676306406,127.25676306406,127.25676306406,127.25676306406,127.25676306406,127.25676306406,127.25676306406,0,0,311.58284910949,960.984781531107
123.296997181731,123.296997181731,123.296997181731,123.296997181731,123.296997181731,123.296997181731,123.296997181731,123.296997181731,123.296997181731,123.296997181731,0,0,475.000000000003,757.96997181731
116.209650430554,116.209650430554,116.209650430554,116.209650430554,116.209650430554,116.209650430554,116.209650430554,116.209650430554,116.209650430554,116.209650430554,0,0,475.000000000003,687.096504305534
111.99632798601,111.99632798601,111.99632798601,111.99632798601,111.99632798601,111.99632798601,111.99632798601,111.99632798601,111.99632798601,111.99632798601,0,0,475.000000000003,644.963279860096
115.790473804589,115.790473804589,115.790473804589,115.790473804589,115.790473804589,115.790473804589,115.790473804589,115.790473804589,115.790473804589,115.790473804589,0,0,475.000000000003,682.904738045886
127.684302616525,127.684302616525,127.684302616525,127.684302616525,127.684302616525,127.684302616525,127.684302616525,127.684302616525,127.684302616525,127.684302616525,0,0,292.199068925341,984.643957239914
145.436673824439,145.436673824439,145.436673824439,145.436673824439,145.436673824439,145.436673824439,145.436673824439,145.436673824439,145.436673824439,145.436673824439,0,0,0,1454.36673824439
174.740424483722,174.740424483722,174.740424483722,174.740424483722,174.740424483722,174.740424483722,174.740424483722,174.740424483722,174.740424483722,174.740424483722,0,88.5800039489306,0,1835.98424878615
171.28069338827,171.28069338827,171.28069338827,171.28069338827,171.28069338827,171.28069338827,171.28069338827,171.28069338827,171.28069338827,171.28069338827,0,0,0,1712.8069338827
152.005348491077,152.005348491077,152.005348491077,152.005348491077,152.005348491077,152.005348491077,152.005348491077,152.005348491077,152.005348491077,152.005348491077,0,0,0,1520.05348491077
147.842195597157,147.842195597157,147.842195597157,147.842195597157,147.842195597157,147.842195597157,147.842195597157,147.842195597157,147.842195597157,147.842195597157,0,0,0,1478.42195597157
138.764247253971,138.764247253972,138.764247253972,138.764247253972,138.764247253972,138.764247253972,138.764247253972,138.764247253972,138.764247253972,138.764247253972,0,0,0,1387.64247253971
132.277856065886,132.277856065886,132.277856065886,132.277856065886,132.277856065886,132.277856065886,132.277856065886,132.277856065886,132.277856065886,132.277856065886,0,0,0,1322.77856065886
129.722944328233,129.722944328233,129.722944328233,129.722944328233,129.722944328233,129.722944328233,129.722944328233,129.722944328233,129.722944328233,129.722944328233,0,0,38.7749574395991,1258.45448584273
129.809830226368,129.809830226368,129.809830226368,129.809830226368,129.809830226368,129.809830226368,129.809830226368,129.809830226368,129.809830226368,129.809830226368,0,0,79.9521106440519,1218.14619161963
129.896768287341,129.896768287341,129.896768287341,129.896768287341,129.896768287341,129.896768287341,129.896768287341,129.896768287341,129.896768287341,129.896768287341,0,0,12.3213414648907,1286.64634140852
152.411837689057,152.411837689057,152.411837689057,152.411837689057,152.411837689057,152.411837689057,152.411837689057,152.411837689057,152.411837689057,152.411837689057,0,0,0,1524.11837689057
189.21531004584,189.21531004584,189.21531004584,189.21531004584,189.21531004584,189.21531004584,189.21531004584,189.21531004584,189.21531004584,189.21531004584,0,24.7921217138207,0,1916.94522217222
189.337912793516,189.337912793516,189.337912793516,189.337912793516,189.337912793516,189.337912793516,189.337912793516,189.337912793516,189.337912793516,189.337912793516,0,445.093093608516,0,2338.47222154367
207.305310264742,207.305310264742,207.305310264742,207.305310264742,207.305310264742,207.305310264742,207.305310264742,207.305310264742,207.305310264742,207.305310264742,0,475.000000000003,0,2548.05310264743
206.158252408819,206.158252408819,206.158252408819,206.158252408819,206.158252408819,206.158252408819,206.158252408819,206.158252408819,206.158252408819,206.158252408819,0,475.000000000003,0,2536.58252408819
190.619753517177,190.619753517177,190.619753517177,190.619753517177,190.619753517177,190.619753517177,190.619753517177,190.619753517177,190.619753517177,190.619753517177,0,475.000000000003,0,2381.19753517178
181.078897751575,181.078897751576,181.078897751576,181.078897751576,181.078897751576,181.078897751576,181.078897751576,181.078897751576,181.078897751576,181.078897751576,0,0,0,1810.78897751575
141.613268861261,141.613268861261,141.613268861261,141.613268861261,141.613268861261,141.613268861261,141.613268861261,141.613268861261,141.613268861261,141.613268861261,0,0,0,1416.13268861261
124.57832408921,124.57832408921,124.57832408921,124.57832408921,124.57832408921,124.57832408921,124.57832408921,124.57832408921,124.57832408921,124.57832408921,0,0,305.435244867823,940.347996024278
121.633898653856,121.633898653856,121.633898653856,121.633898653856,121.633898653856,121.633898653856,121.633898653856,121.633898653856,121.633898653856,121.633898653856,0,0,475.000000000003,741.338986538555
114.276211932827,114.276211932827,114.276211932827,114.276211932827,114.276211932827,114.276211932827,114.276211932827,114.276211932827,114.276211932827,114.276211932827,0,0,475.000000000003,667.762119328271
115.318076692539,115.318076692539,115.318076692539,115.318076692539,115.318076692539,115.318076692539,115.318076692539,115.318076692539,115.318076692539,115.318076692539,0,0,475.000000000003,678.180766925389
113.55786282135,113.55786282135,113.55786282135,113.55786282135,113.55786282135,113.55786282135,113.55786282135,113.55786282135,113.55786282135,113.55786282135,0,0,475.000000000003,660.578628213502
124.997813840908,124.997813840908,124.997813840908,124.997813840908,124.997813840908,124.997813840908,124.997813840908,124.997813840908,124.997813840908,124.997813840908,0,0,298.328252472383,951.649885936692
143.610797593294,143.610797593294,143.610797593294,143.610797593294,143.610797593294,143.610797593294,143.610797593294,143.610797593294,143.610797593294,143.610797593294,0,0,0,1436.10797593294
175.540553065068,175.540553065068,175.540553065068,175.540553065068,175.540553065068,175.540553065068,175.540553065068,175.540553065068,175.540553065068,175.540553065068,0,82.1796986249019,0,1837.58522927558
173.490280572915,173.490280572915,173.490280572915,173.490280572915,173.490280572915,173.490280572915,173.490280572915,173.490280572915,173.490280572915,173.490280572915,0,0,0,1734.90280572915
146.948797355209,146.948797355209,146.948797355209,146.948797355209,146.948797355209,146.948797355209,146.948797355209,146.948797355209,146.948797355209,146.948797355209,0,0,0,1469.48797355209
144.020341988874,144.020341988874,144.020341988874,144.020341988874,144.020341988874,144.020341988874,144.020341988874,144.020341988874,144.020341988874,144.020341988874,0,0,0,1440.20341988874
130.354608255256,130.354608255256,130.354608255256,130.354608255256,130.354608255256,130.354608255256,130.354608255256,130.354608255256,130.354608255256,130.354608255256,0,0,0,1303.54608255256
133.712861064939,133.712861064939,133.712861064939,133.712861064939,133.712861064939,133.712861064939,133.712861064939,133.712861064939,133.712861064939,133.712861064939,0,0,0,1337.12861064939
129.942626594882,129.942626594882,129.942626594882,129.942626594882,129.942626594882,129.942626594882,129.942626594882,129.942626594882,129.942626594882,129.942626594882,0,0,0,1299.42626594882
130.420488099298,130.420488099298,130.420488099298,130.420488099298,130.420488099298,130.420488099298,130.420488099298,130.420488099298,130.420488099298,130.420488099298,0,0,74.6290490344284,1229.57583195855
130.507792774963,130.507792774963,130.507792774963,130.507792774963,130.507792774963,130.507792774963,130.507792774963,130.507792774963,130.507792774963,130.507792774963,0,0,47.9885345080061,1257.08939324162
158.992281877183,158.992281877183,158.992281877183,158.992281877183,158.992281877183,158.992281877183,158.992281877183,158.992281877183,158.992281877183,158.992281877183,0,0,0,1589.92281877183
192.303636786604,192.303636786604,192.303636786604,192.303636786604,192.303636786604,192.303636786604,192.303636786604,192.303636786604,192.303636786604,192.303636786604,0,157.900647510584,0,2080.93701537662
192.428093642789,192.428093642789,192.428093642789,192.428093642789,192.428093642789,192.428093642789,192.428093642789,192.428093642789,192.428093642789,192.428093642789,0,441.822518007009,0,2366.1034544349
202.717230270558,202.717230270558,202.717230270558,202.717230270558,202.717230270558,202.717230270558,202.717230270558,202.717230270558,202.717230270558,202.717230270558,0,475.000000000003,0,2502.17230270558
194.384006731055,194.384006731055,194.384006731055,194.384006731055,194.384006731055,194.384006731055,194.384006731055,194.384006731055,194.384006731055,194.384006731055,0,475.000000000003,0,2418.84006731055
192.801912704477,192.801912704477,192.801912704477,192.801912704477,192.801912704477,192.801912704477,192.801912704477,192.801912704477,192.801912704477,192.801912704477,0,334.668474332165,0,2262.68760137694
192.926668705701,192.926668705701,192.926668705701,192.926668705701,192.926668705701,192.926668705701,192.926668705701,192.926668705701,192.926668705701,192.926668705701,0,10.8003809114816,0,1940.06706796849
134.992161600378,134.992161600378,134.992161600378,134.992161600378,134.992161600378,134.992161600378,134.992161600378,134.992161600378,134.992161600378,134.992161600378,0,0,0,1349.92161600378
123.954225966216,123.954225966216,123.954225966216,123.954225966216,123.954225966216,123.954225966216,123.954225966216,123.954225966216,123.954225966216,123.954225966216,0,0,309.773839970819,929.768419691339
124.037648555349,124.037648555349,124.037648555349,124.037648555349,124.037648555349,124.037648555349,124.037648555349,124.037648555349,124.037648555349,124.037648555349,0,0,474.939209617536,765.437275935955
117.32217273509,117.32217273509,117.32217273509,117.32217273509,117.32217273509,117.32217273509,117.32217273509,117.32217273509,117.32217273509,117.32217273509,0,0,475.000000000003,698.221727350896
116.280167468733,116.280167468733,116.280167468733,116.280167468733,116.280167468733,116.280167468733,116.280167468733,116.280167468733,116.280167468733,116.280167468733,0,0,475.000000000003,687.801674687325
115.959364756489,115.959364756489,115.959364756489,115.959364756489,115.959364756489,115.959364756489,115.959364756489,115.959364756489,115.959364756489,115.959364756489,0,0,475.000000000003,684.593647564889
124.371840048691,124.371840048691,124.371840048691,124.371840048691,124.371840048691,124.371840048691,124.371840048691,124.371840048691,124.371840048691,124.371840048691,0,0,294.063302161926,949.655098324981
141.316944169333,141.316944169333,141.316944169333,141.316944169333,141.316944169333,141.316944169333,141.316944169333,141.316944169333,141.316944169333,141.316944169333,0,0,0,1413.16944169333
171.595293978233,171.595293978233,171.595293978233,171.595293978233,171.595293978233,171.595293978233,171.595293978233,171.595293978233,171.595293978233,171.595293978233,0,106.743807947007,0,1822.69674772934
164.114692537107,164.114692537107,164.114692537107,164.114692537107,164.114692537107,164.114692537107,164.114692537107,164.114692537107,164.114692537107,164.114692537107,0,0,0,1641.14692537107
151.609177722736,151.609177722736,151.609177722736,151.609177722736,151.609177722736,151.609177722736,151.609177722736,151.609177722736,151.609177722736,151.609177722736,0,0,0,1516.09177722736
143.060290580002,143.060290580002,143.060290580002,143.060290580002,143.060290580002,143.060290580002,143.060290580002,143.060290580002,143.060290580002,143.060290580002,0,0,0,1430.60290580002
134.333936532879,134.333936532879,134.333936532879,134.333936532879,134.333936532879,134.333936532879,134.333936532879,134.333936532879,134.333936532879,134.333936532879,0,0,0,1343.33936532879
133.72838402067,133.72838402067,133.72838402067,133.72838402067,133.72838402067,133.72838402067,133.72838402067,133.72838402067,133.72838402067,133.72838402067,0,0,0,1337.2838402067
127.324021967384,127.324021967384,127.324021967384,127.324021967384,127.324021967384,127.324021967384,127.324021967384,127.324021967384,127.324021967384,127.324021967384,0,0,53.6183908298565,1219.62182884399
127.409467647973,127.409467647973,127.409467647973,127.409467647973,127.409467647973,127.409467647973,127.409467647973,127.409467647973,127.409467647973,127.409467647973,0,0,61.0586491852446,1213.03602729449
127.494964626749,127.494964626749,127.494964626749,127.494964626749,127.494964626749,127.494964626749,127.494964626749,127.494964626749,127.494964626749,127.494964626749,0,0,40.1631041941625,1234.78654207333
157.201124426293,157.201124426293,157.201124426293,157.201124426293,157.201124426293,157.201124426293,157.201124426293,157.201124426293,157.201124426293,157.201124426293,0,0,0,1572.01124426293
192.018389598885,192.018389598885,192.018389598885,192.018389598885,192.018389598885,192.018389598885,192.018389598885,192.018389598885,192.018389598885,192.018389598885,0,66.6011190242409,0,1986.78501501309
193.486711560944,193.486711560944,193.486711560944,193.486711560944,193.486711560944,193.486711560944,193.486711560944,193.486711560944,193.486711560944,193.486711560944,0,475.000000000003,0,2409.86711560944
200.719087699784,200.719087699784,200.719087699784,200.719087699784,200.719087699784,200.719087699784,200.719087699784,200.719087699784,200.719087699784,200.719087699784,0,475.000000000003,0,2482.19087699784
208.303932488223,208.303932488223,208.303932488223,208.303932488223,208.303932488223,208.303932488223,208.303932488223,208.303932488223,208.303932488223,208.303932488223,0,475.000000000003,0,2558.03932488223
192.515979895384,192.515979895384,192.515979895384,192.515979895384,192.515979895384,192.515979895384,192.515979895384,192.515979895384,192.515979895384,192.515979895384,0,403.43814775883,0,2328.59794671267
185.043039547777,185.043039547778,185.043039547778,185.043039547778,185.043039547778,185.043039547778,185.043039547778,185.043039547778,185.043039547778,185.043039547778,0,0,0,1850.43039547778
141.098896808552,141.098896808553,141.098896808553,141.098896808553,141.098896808553,141.098896808553,141.098896808553,141.098896808553,141.098896808553,141.098896808553,0,0,0,1410.98896808552
124.643419400298,124.643419400298,124.643419400298,124.643419400298,124.643419400298,124.643419400298,124.643419400298,124.643419400298,124.643419400298,124.643419400298,0,0,314.603094797273,931.831099205709
120.344654001916,120.344654001916,120.344654001916,120.344654001916,120.344654001916,120.344654001916,120.344654001916,120.344654001916,120.344654001916,120.344654001916,0,0,475.000000000003,728.446540019157
116.526203705669,116.526203705669,116.526203705669,116.526203705669,116.526203705669,116.526203705669,116.526203705669,116.526203705669,116.526203705669,116.526203705669,0,0,475.000000000003,690.262037056688
114.538197775547,114.538197775547,114.538197775547,114.538197775547,114.538197775547,114.538197775547,114.538197775547,114.538197775547,114.538197775547,114.538197775547,0,0,475.000000000003,670.381977755468
118.699044427298,118.699044427298,118.699044427298,118.699044427298,118.699044427298,118.699044427298,118.699044427298,118.699044427298,118.699044427298,118.699044427298,0,0,475.000000000003,711.99044427298
125.063104789936,125.063104789936,125.063104789936,125.063104789936,125.063104789936,125.063104789936,125.063104789936,125.063104789936,125.063104789936,125.063104789936,0,0,289.187873108258,961.443174791105
146.746753529181,146.746753529181,146.746753529181,146.746753529181,146.746753529181,146.746753529181,146.746753529181,146.746753529181,146.746753529181,146.746753529181,0,0,0,1467.46753529181
176.852603380943,176.852603380943,176.852603380943,176.852603380943,176.852603380943,176.852603380943,176.852603380943,176.852603380943,176.852603380943,176.852603380943,0,0,0,1768.52603380943
171.344786721078,171.344786721078,171.344786721078,171.344786721078,171.344786721078,171.344786721078,171.344786721078,171.344786721078,171.344786721078,171.344786721078,0,0,0,1713.44786721078
156.832394493673,156.832394493673,156.832394493673,156.832394493673,156.832394493673,156.832394493673,156.832394493673,156.832394493673,156.832394493673,156.832394493673,0,0,0,1568.32394493673
142.06923624114,142.06923624114,142.06923624114,142.06923624114,142.06923624114,142.06923624114,142.06923624114,142.06923624114,142.06923624114,142.06923624114,0,0,0,1420.6923624114
143.955846529186,143.955846529186,143.955846529186,143.955846529186,143.955846529186,143.955846529186,143.955846529186,143.955846529186,143.955846529186,143.955846529186,0,0,0,1439.55846529186
142.294999081698,142.294999081698,142.294999081698,142.294999081698,142.294999081698,142.294999081698,142.294999081698,142.294999081698,142.294999081698,142.294999081698,0,0,10.4811188886642,1412.46887192831
145.622870727805,145.622870727805,145.622870727805,145.622870727805,145.622870727805,145.622870727805,145.622870727805,145.622870727805,145.622870727805,145.622870727805,0,0,0,1456.22870727805
172.482995927661,172.482995927661,172.482995927661,172.482995927661,172.482995927661,172.482995927661,172.482995927661,172.482995927661,172.482995927661,172.482995927661,0,0,0,1724.82995927661
184.284810926793,184.284810926793,184.284810926793,184.284810926793,184.284810926793,184.284810926793,184.284810926793,184.284810926793,184.284810926793,184.284810926793,0,0,0,1842.84810926793
217.619768608189,217.619768608189,217.619768608189,217.619768608189,217.619768608189,217.619768608189,217.619768608189,217.619768608189,217.619768608189,217.619768608189,0,0,0,2176.19768608189
248.933457449053,248.933457449053,248.933457449053,248.933457449053,248.933457449053,248.933457449053,248.933457449053,248.933457449053,248.933457449053,248.933457449053,0,160.899910061945,0,2650.23448455248
265.854035343447,265.854035343447,265.854035343447,265.854035343447,265.854035343447,265.854035343447,265.854035343447,265.854035343447,265.854035343447,265.854035343447,0,475.000000000003,0,3133.54035343448
259.146382564365,259.146382564365,259.146382564365,259.146382564365,259.146382564365,259.146382564365,259.146382564365,259.146382564365,259.146382564365,259.146382564365,0,475.000000000003,0,3066.46382564365
252.663746297427,252.663746297427,252.663746297427,252.663746297427,252.663746297427,252.663746297427,252.663746297427,252.663746297427,252.663746297427,252.663746297427,0,475.000000000003,0,3001.63746297427
249.567849048768,249.567849048768,249.567849048768,249.567849048768,249.567849048768,249.567849048768,249.567849048768,249.567849048768,249.567849048768,249.567849048768,0,305.959807977406,0,2801.63829846509
221.864704047331,221.864704047331,221.864704047331,221.864704047331,221.864704047331,221.864704047331,221.864704047331,221.864704047331,221.864704047331,221.864704047331,0,0,0,2218.64704047331
169.060368969198,169.060368969198,169.060368969198,169.060368969198,169.060368969198,169.060368969198,169.060368969198,169.060368969198,169.060368969198,169.060368969198,0,0,0,1690.60368969198
134.044821445525,134.044821445525,134.044821445525,134.044821445525,134.044821445525,134.044821445525,134.044821445525,134.044821445525,134.044821445525,134.044821445525,0,0,233.392006553838,1107.05620790141
133.834175330238,133.834175330238,133.834175330238,133.834175330238,133.834175330238,133.834175330238,133.834175330238,133.834175330238,133.834175330238,133.834175330238,0,0,475.000000000003,863.341753302375
119.565425064585,119.565425064585,119.565425064585,119.565425064585,119.565425064585,119.565425064585,119.565425064585,119.565425064585,119.565425064585,119.565425064585,0,0,475.000000000003,720.654250645847
114.403480680154,114.403480680154,114.403480680154,114.403480680154,114.403480680154,114.403480680154,114.403480680154,114.403480680154,114.403480680154,114.403480680154,0,0,475.000000000003,669.034806801542
121.112945796525,121.112945796525,121.112945796525,121.112945796525,121.112945796525,121.112945796525,121.112945796525,121.112945796525,121.112945796525,121.112945796525,0,0,475.000000000003,736.129457965243
134.49276188003,134.49276188003,134.49276188003,134.49276188003,134.49276188003,134.49276188003,134.49276188003,134.49276188003,134.49276188003,134.49276188003,0,0,370.155620271517,974.771998528782
155.916282909232,155.916282909232,155.916282909232,155.916282909232,155.916282909232,155.916282909232,155.916282909232,155.916282909232,155.916282909232,155.916282909232,0,0,0,1559.16282909232
181.566834695962,181.566834695962,181.566834695962,181.566834695962,181.566834695962,181.566834695962,181.566834695962,181.566834695962,181.566834695962,181.566834695962,0,0,0,1815.66834695962
176.47182393324,176.47182393324,176.47182393324,176.47182393324,176.47182393324,176.47182393324,176.47182393324,176.47182393324,176.47182393324,176.47182393324,0,0,0,1764.7182393324
169.288281349375,169.288281349375,169.288281349375,169.288281349375,169.288281349375,169.288281349375,169.288281349375,169.288281349375,169.288281349375,169.288281349375,0,0,0,1692.88281349375
158.483891977518,158.483891977518,158.483891977518,158.483891977518,158.483891977518,158.483891977518,158.483891977518,158.483891977518,158.483891977518,158.483891977518,0,0,0,1584.83891977518
153.732898699183,153.732898699183,153.732898699183,153.732898699183,153.732898699183,153.732898699183,153.732898699183,153.732898699183,153.732898699183,153.732898699183,0,0,0,1537.32898699183
151.522799373352,151.522799373352,151.522799373352,151.522799373352,151.522799373352,151.522799373352,151.522799373352,151.522799373352,151.522799373352,151.522799373352,0,0,0,1515.22799373352
155.809423190031,155.809423190031,155.809423190031,155.809423190031,155.809423190031,155.809423190031,155.809423190031,155.809423190031,155.809423190031,155.809423190031,0,0,0,1558.09423190031
150.760211305986,150.760211305986,150.760211305986,150.760211305986,150.760211305986,150.760211305986,150.760211305986,150.760211305986,150.760211305986,150.760211305986,0,0,13.4676453192005,1494.13446774066
153.129996775613,153.129996775613,153.129996775613,153.129996775613,153.129996775613,153.129996775613,153.129996775613,153.129996775613,153.129996775613,153.129996775613,0,0,0,1531.29996775613
185.774677042401,185.774677042401,185.774677042401,185.774677042401,185.774677042401,185.774677042401,185.774677042401,185.774677042401,185.774677042401,185.774677042401,0,0,0,1857.74677042401
230.798302793092,230.798302793092,230.798302793092,230.798302793092,230.798302793092,230.798302793092,230.798302793092,230.798302793092,230.798302793092,230.798302793092,0,0,0,2307.98302793092
231.318400548144,231.318400548144,231.318400548144,231.318400548144,231.318400548144,231.318400548144,231.318400548144,231.318400548144,231.318400548144,231.318400548144,0,468.749700098731,0,2781.93370558018
264.1064755198,264.1064755198,264.1064755198,264.1064755198,264.1064755198,264.1064755198,264.1064755198,264.1064755198,264.1064755198,264.1064755198,0,475.000000000003,0,3116.06475519801
250.844702323787,250.844702323787,250.844702323787,250.844702323787,250.844702323787,250.844702323787,250.844702323787,250.844702323787,250.844702323787,250.844702323787,0,475.000000000003,0,2983.44702323787
231.762306249403,231.762306249403,231.762306249403,231.762306249403,231.762306249403,231.762306249403,231.762306249403,231.762306249403,231.762306249403,231.762306249403,0,474.982721857641,0,2792.60578435167
212.072768112999,212.072768112999,212.072768112999,212.072768112999,212.072768112999,212.072768112999,212.072768112999,212.072768112999,212.072768112999,212.072768112999,0,0,0,2120.72768112999
159.457018256862,159.457018256862,159.457018256862,159.457018256862,159.457018256862,159.457018256862,159.457018256862,159.457018256862,159.457018256862,159.457018256862,0,0,0,1594.57018256862
127.844666353818,127.844666353818,127.844666353818,127.844666353818,127.844666353818,127.844666353818,127.844666353818,127.844666353818,127.844666353818,127.844666353818,0,0,273.121722111026,1005.32494142715
125.802774821693,125.802774821693,125.802774821693,125.802774821693,125.802774821693,125.802774821693,125.802774821693,125.802774821693,125.802774821693,125.802774821693,0,0,475.000000000003,783.027748216927
117.268221659334,117.268221659334,117.268221659334,117.268221659334,117.268221659334,117.268221659334,117.268221659334,117.268221659334,117.268221659334,117.268221659334,0,0,475.000000000003,697.682216593335
113.417050400561,113.417050400561,113.417050400561,113.417050400561,113.417050400561,113.417050400561,113.417050400561,113.417050400561,113.417050400561,113.417050400561,0,0,475.000000000003,659.170504005605
119.233766810544,119.233766810544,119.233766810544,119.233766810544,119.233766810544,119.233766810544,119.233766810544,119.233766810544,119.233766810544,119.233766810544,0,0,475.000000000003,717.337668105437
128.27397279528,128.27397279528,128.27397279528,128.27397279528,128.27397279528,128.27397279528,128.27397279528,128.27397279528,128.27397279528,128.27397279528,0,0,330.544950919815,952.19477703299
148.138231944528,148.138231944528,148.138231944528,148.138231944528,148.138231944528,148.138231944528,148.138231944528,148.138231944528,148.138231944528,148.138231944528,0,0,0,1481.38231944528
193.343742407455,193.343742407455,193.343742407455,193.343742407455,193.343742407455,193.343742407455,193.343742407455,193.343742407455,193.343742407455,193.343742407455,0,0,0,1933.43742407455
184.963948871986,184.963948871986,184.963948871986,184.963948871986,184.963948871986,184.963948871986,184.963948871986,184.963948871986,184.963948871986,184.963948871986,0,0,0,1849.63948871986
175.116555839437,175.116555839437,175.116555839437,175.116555839437,175.116555839437,175.116555839437,175.116555839437,175.116555839437,175.116555839437,175.116555839437,0,0,0,1751.16555839437
184.732202574462,184.732202574462,184.732202574462,184.732202574462,184.732202574462,184.732202574462,184.732202574462,184.732202574462,184.732202574462,184.732202574462,0,0,0,1847.32202574462
184.279910430523,184.279910430523,184.279910430523,184.279910430523,184.279910430523,184.279910430523,184.279910430523,184.279910430523,184.279910430523,184.279910430523,0,0,0,1842.79910430523
188.147444681171,188.147444681171,188.147444681171,188.147444681171,188.147444681171,188.147444681171,188.147444681171,188.147444681171,188.147444681171,188.147444681171,0,0,0,1881.47444681171
203.678548419127,203.678548419127,203.678548419127,203.678548419127,203.678548419127,203.678548419127,203.678548419127,203.678548419127,203.678548419127,203.678548419127,0,0,0,2036.78548419127
218.502560010628,218.502560010628,218.502560010628,218.502560010628,218.502560010628,218.502560010628,218.502560010628,218.502560010628,218.502560010628,218.502560010628,0,0,0,2185.02560010628
224.750155359018,224.750155359018,224.750155359018,224.750155359018,224.750155359018,224.750155359018,224.750155359018,224.750155359018,224.750155359018,224.750155359018,0,0,0,2247.50155359019
256.210900494396,256.210900494396,256.210900494396,256.210900494396,256.210900494396,256.210900494396,256.210900494396,256.210900494396,256.210900494396,256.210900494396,0,0,0,2562.10900494396
264.910583216414,264.910583216414,264.910583216414,264.910583216414,264.910583216414,264.910583216414,264.910583216414,264.910583216414,264.910583216414,264.910583216414,0,347.674553956992,0,2996.78038612113
285.779696812236,285.779696812236,285.779696812236,285.779696812236,285.779696812236,285.779696812236,285.779696812236,285.779696812236,285.779696812236,285.779696812236,0,475.000000000003,0,3332.79696812236
292.560819875671,292.560819875671,292.560819875671,292.560819875671,292.560819875671,292.560819875671,292.560819875671,292.560819875671,292.560819875671,292.560819875671,0,475.000000000003,0,3400.60819875672
267.503598233891,267.503598233891,267.503598233891,267.503598233891,267.503598233891,267.503598233891,267.503598233891,267.503598233891,267.503598233891,267.503598233891,0,475.000000000003,0,3150.03598233891
265.583377504718,265.583377504718,265.583377504718,265.583377504718,265.583377504718,265.583377504718,265.583377504718,265.583377504718,265.583377504718,265.583377504718,0,111.710281021929,0,2767.54405606911
231.648528550174,231.648528550174,231.648528550174,231.648528550174,231.648528550174,231.648528550174,231.648528550174,231.648528550174,231.648528550174,231.648528550174,0,0,0,2316.48528550174
167.780972662431,167.780972662431,167.780972662431,167.780972662431,167.780972662431,167.780972662431,167.780972662431,167.780972662431,167.780972662431,167.780972662431,0,0,0,1677.80972662431
128.369702978553,128.369702978553,128.369702978553,128.369702978553,128.369702978553,128.369702978553,128.369702978553,128.369702978553,128.369702978553,128.369702978553,0,0,217.308481422355,1066.38854836317
122.817638391972,122.817638391972,122.817638391972,122.817638391972,122.817638391972,122.817638391972,122.817638391972,122.817638391972,122.817638391972,122.817638391972,0,0,475.000000000003,753.176383919716
115.741607633062,115.741607633062,115.741607633062,115.741607633062,115.741607633062,115.741607633062,115.741607633062,115.741607633062,115.741607633062,115.741607633062,0,0,475.000000000003,682.41607633062
111.653794580067,111.653794580067,111.653794580067,111.653794580067,111.653794580067,111.653794580067,111.653794580067,111.653794580067,111.653794580067,111.653794580067,0,0,475.000000000003,641.537945800667
120.182200117046,120.182200117046,120.182200117046,120.182200117046,120.182200117046,120.182200117046,120.182200117046,120.182200117046,120.182200117046,120.182200117046,0,0,475.000000000003,726.822001170453
128.800587369061,128.800587369061,128.800587369061,128.800587369061,128.800587369061,128.800587369061,128.800587369061,128.800587369061,128.800587369061,128.800587369061,0,0,308.289321909978,979.716551780635
146.825153684905,146.825153684905,146.825153684905,146.825153684905,146.825153684905,146.825153684905,146.825153684905,146.825153684905,146.825153684905,146.825153684905,0,0,0,1468.25153684905
174.438557240626,174.438557240626,174.438557240626,174.438557240626,174.438557240626,174.438557240626,174.438557240626,174.438557240626,174.438557240626,174.438557240626,0,18.4941617548561,0,1762.87973416111
171.587906082261,171.587906082261,171.587906082261,171.587906082261,171.587906082261,171.587906082261,171.587906082261,171.587906082261,171.587906082261,171.587906082261,0,0,0,1715.87906082261
157.965990342605,157.965990342605,157.965990342605,157.965990342605,157.965990342605,157.965990342605,157.965990342605,157.965990342605,157.965990342605,157.965990342605,0,0,0,1579.65990342605
144.235527656609,144.235527656609,144.235527656609,144.235527656609,144.235527656609,144.235527656609,144.235527656609,144.235527656609,144.235527656609,144.235527656609,0,0,0,1442.35527656609
143.966383007716,143.966383007716,143.966383007716,143.966383007716,143.966383007716,143.966383007716,143.966383007716,143.966383007716,143.966383007716,143.966383007716,0,0,0,1439.66383007716
131.897317952099,131.897317952099,131.897317952099,131.897317952099,131.897317952099,131.897317952099,131.897317952099,131.897317952099,131.897317952099,131.897317952099,0,0,0,1318.97317952099
129.492697577515,129.492697577515,129.492697577515,129.492697577515,129.492697577515,129.492697577515,129.492697577515,129.492697577515,129.492697577515,129.492697577515,0,0,57.861563854985,1237.06541192017
